	ensID	symbol
19652	ENSMUSG00000088840	Gm26358
19653	ENSMUSG00000089498	Gm26359
19654	ENSMUSG00000089497	Gm26360
19655	ENSMUSG00000089493	Gm26361
19656	ENSMUSG00000089490	Gm26362
19657	ENSMUSG00000089491	Gm26363
19658	ENSMUSG00000094581	Gm26365
19659	ENSMUSG00000094587	Gm26366
19660	ENSMUSG00000094585	Gm26367
19661	ENSMUSG00000088451	Gm26368
19662	ENSMUSG00000088450	Gm26369
19663	ENSMUSG00000088454	Gm26371
19664	ENSMUSG00000088456	Gm26372
19665	ENSMUSG00000088458	Gm26373
19666	ENSMUSG00000095182	Gm26374
19667	ENSMUSG00000095184	Gm26375
19668	ENSMUSG00000095188	Gm26376
19669	ENSMUSG00000076138	Gm26377
19670	ENSMUSG00000095233	Gm26378
19671	ENSMUSG00000099334	Gm26379
19672	ENSMUSG00000104700	Gm26379
19673	ENSMUSG00000092636	Gm26381
19674	ENSMUSG00000076137	Gm26384
19675	ENSMUSG00000096522	Gm26386
19676	ENSMUSG00000077426	Gm26387
19677	ENSMUSG00000094919	Gm26389
19678	ENSMUSG00000086458	Gm2639
19679	ENSMUSG00000094917	Gm26390
19680	ENSMUSG00000094916	Gm26391
19681	ENSMUSG00000094912	Gm26392
19682	ENSMUSG00000088250	Gm26393
19683	ENSMUSG00000077285	Gm26394
19684	ENSMUSG00000077282	Gm26395
19685	ENSMUSG00000077281	Gm26396
19686	ENSMUSG00000065637	Gm26397
19687	ENSMUSG00000094327	Gm26398
19688	ENSMUSG00000077125	Gm26399
19689	ENSMUSG00000092753	Gm26400
19690	ENSMUSG00000089127	Gm26401
19691	ENSMUSG00000089124	Gm26402
19692	ENSMUSG00000089125	Gm26403
19693	ENSMUSG00000089123	Gm26404
19694	ENSMUSG00000089120	Gm26405
19695	ENSMUSG00000089128	Gm26406
19696	ENSMUSG00000089129	Gm26407
19697	ENSMUSG00000088297	Gm26408
19698	ENSMUSG00000088296	Gm26409
19699	ENSMUSG00000088295	Gm26410
19700	ENSMUSG00000088293	Gm26411
19701	ENSMUSG00000088291	Gm26412
19702	ENSMUSG00000104857	Gm26413
19703	ENSMUSG00000105120	Gm26413
19704	ENSMUSG00000088299	Gm26414
19705	ENSMUSG00000088298	Gm26415
19706	ENSMUSG00000077468	Gm26416
19707	ENSMUSG00000077462	Gm26417
19708	ENSMUSG00000077463	Gm26418
19709	ENSMUSG00000077460	Gm26419
19710	ENSMUSG00000077461	Gm26420
19711	ENSMUSG00000077467	Gm26421
19712	ENSMUSG00000077464	Gm26422
19713	ENSMUSG00000077465	Gm26423
19714	ENSMUSG00000084479	Gm26424
19715	ENSMUSG00000084478	Gm26425
19716	ENSMUSG00000093995	Gm26426
19717	ENSMUSG00000093992	Gm26427
19718	ENSMUSG00000095880	Gm26429
19719	ENSMUSG00000095883	Gm26430
19720	ENSMUSG00000095884	Gm26431
19721	ENSMUSG00000095885	Gm26432
19722	ENSMUSG00000094287	Gm26433
19723	ENSMUSG00000094283	Gm26434
19724	ENSMUSG00000096018	Gm26435
19725	ENSMUSG00000095971	Gm26436
19726	ENSMUSG00000064529	Gm26437
19727	ENSMUSG00000064527	Gm26438
19728	ENSMUSG00000064526	Gm26439
19729	ENSMUSG00000064525	Gm26440
19730	ENSMUSG00000064524	Gm26441
19731	ENSMUSG00000064522	Gm26442
19732	ENSMUSG00000094428	Gm26443
19733	ENSMUSG00000093815	Gm26444
19734	ENSMUSG00000093816	Gm26445
19735	ENSMUSG00000064389	Gm26446
19736	ENSMUSG00000064382	Gm26447
19737	ENSMUSG00000064380	Gm26448
19738	ENSMUSG00000064386	Gm26449
19739	ENSMUSG00000064616	Gm26454
19740	ENSMUSG00000093041	Gm26455
19741	ENSMUSG00000064765	Gm26456
19742	ENSMUSG00000064612	Gm26457
19743	ENSMUSG00000105060	Gm26457
19744	ENSMUSG00000064766	Gm26458
19745	ENSMUSG00000082803	Gm26460
19746	ENSMUSG00000092802	Gm26460
19747	ENSMUSG00000092805	Gm26461
19748	ENSMUSG00000092806	Gm26463
19749	ENSMUSG00000087719	Gm26464
19750	ENSMUSG00000095712	Gm26465
19751	ENSMUSG00000095713	Gm26466
19752	ENSMUSG00000095714	Gm26467
19753	ENSMUSG00000089269	Gm26468
19754	ENSMUSG00000080415	Gm26469
19755	ENSMUSG00000080410	Gm26472
19756	ENSMUSG00000080413	Gm26473
19757	ENSMUSG00000080412	Gm26474
19758	ENSMUSG00000080419	Gm26475
19759	ENSMUSG00000084567	Gm26476
19760	ENSMUSG00000084566	Gm26477
19761	ENSMUSG00000084560	Gm26478
19762	ENSMUSG00000084569	Gm26479
19763	ENSMUSG00000084568	Gm26480
19764	ENSMUSG00000088640	Gm26482
19765	ENSMUSG00000088641	Gm26483
19766	ENSMUSG00000088643	Gm26484
19767	ENSMUSG00000088644	Gm26485
19768	ENSMUSG00000088646	Gm26486
19769	ENSMUSG00000088647	Gm26487
19770	ENSMUSG00000096387	Gm26488
19771	ENSMUSG00000088505	Gm26489
19772	ENSMUSG00000088504	Gm26490
19773	ENSMUSG00000095843	Gm26491
19774	ENSMUSG00000065089	Gm26493
19775	ENSMUSG00000065088	Gm26494
19776	ENSMUSG00000065086	Gm26495
19777	ENSMUSG00000065084	Gm26496
19778	ENSMUSG00000065080	Gm26497
19779	ENSMUSG00000093994	Gm26498
19780	ENSMUSG00000093997	Gm26499
19781	ENSMUSG00000093998	Gm26500
19782	ENSMUSG00000093999	Gm26501
19783	ENSMUSG00000096017	Gm26502
19784	ENSMUSG00000096019	Gm26504
19785	ENSMUSG00000093660	Gm26505
19786	ENSMUSG00000096906	Gm26506
19787	ENSMUSG00000097618	Gm26507
19788	ENSMUSG00000097614	Gm26508
19789	ENSMUSG00000097612	Gm26509
19790	ENSMUSG00000097154	Gm26510
19791	ENSMUSG00000097155	Gm26511
19792	ENSMUSG00000097157	Gm26512
19793	ENSMUSG00000097150	Gm26513
19794	ENSMUSG00000097151	Gm26514
19795	ENSMUSG00000097152	Gm26515
19796	ENSMUSG00000097158	Gm26516
19797	ENSMUSG00000097159	Gm26517
19798	ENSMUSG00000097234	Gm26518
19799	ENSMUSG00000097237	Gm26519
19800	ENSMUSG00000097429	Gm26520
19801	ENSMUSG00000097422	Gm26521
19802	ENSMUSG00000097423	Gm26522
19803	ENSMUSG00000096984	Gm26523
19804	ENSMUSG00000102495	Gm26524
19805	ENSMUSG00000096987	Gm26525
19806	ENSMUSG00000096980	Gm26526
19807	ENSMUSG00000097582	Gm26527
19808	ENSMUSG00000097586	Gm26528
19809	ENSMUSG00000097737	Gm26530
19810	ENSMUSG00000097902	Gm26531
19811	ENSMUSG00000097296	Gm26532
19812	ENSMUSG00000097748	Gm26533
19813	ENSMUSG00000097747	Gm26534
19814	ENSMUSG00000097742	Gm26535
19815	ENSMUSG00000097501	Gm26536
19816	ENSMUSG00000097500	Gm26537
19817	ENSMUSG00000097507	Gm26538
19818	ENSMUSG00000097505	Gm26540
19819	ENSMUSG00000097889	Gm26541
19820	ENSMUSG00000097887	Gm26542
19821	ENSMUSG00000097884	Gm26543
19822	ENSMUSG00000097362	Gm26544
19823	ENSMUSG00000097369	Gm26545
19824	ENSMUSG00000096945	Gm26546
19825	ENSMUSG00000097095	Gm26547
19826	ENSMUSG00000097094	Gm26548
19827	ENSMUSG00000097217	Gm26549
19828	ENSMUSG00000097215	Gm26550
19829	ENSMUSG00000097219	Gm26551
19830	ENSMUSG00000097218	Gm26552
19831	ENSMUSG00000097807	Gm26553
19832	ENSMUSG00000097809	Gm26554
19833	ENSMUSG00000097399	Gm26555
19834	ENSMUSG00000097396	Gm26556
19835	ENSMUSG00000097024	Gm26557
19836	ENSMUSG00000097025	Gm26558
19837	ENSMUSG00000097027	Gm26559
19838	ENSMUSG00000097029	Gm26560
19839	ENSMUSG00000097625	Gm26561
19840	ENSMUSG00000097621	Gm26562
19841	ENSMUSG00000097335	Gm26563
19842	ENSMUSG00000097774	Gm26565
19843	ENSMUSG00000097078	Gm26566
19844	ENSMUSG00000097315	Gm26568
19845	ENSMUSG00000097313	Gm26569
19846	ENSMUSG00000096955	Gm26570
19847	ENSMUSG00000096953	Gm26571
19848	ENSMUSG00000096958	Gm26573
19849	ENSMUSG00000097925	Gm26574
19850	ENSMUSG00000097926	Gm26575
19851	ENSMUSG00000097921	Gm26576
19852	ENSMUSG00000097923	Gm26577
19853	ENSMUSG00000097928	Gm26578
19854	ENSMUSG00000097104	Gm26579
19855	ENSMUSG00000097109	Gm26580
19856	ENSMUSG00000097108	Gm26581
19857	ENSMUSG00000097479	Gm26582
19858	ENSMUSG00000097476	Gm26583
19859	ENSMUSG00000097474	Gm26584
19860	ENSMUSG00000097473	Gm26585
19861	ENSMUSG00000097472	Gm26586
19862	ENSMUSG00000097470	Gm26587
19863	ENSMUSG00000097730	Gm26588
19864	ENSMUSG00000097533	Gm26590
19865	ENSMUSG00000097535	Gm26592
19866	ENSMUSG00000097824	Gm26593
19867	ENSMUSG00000097189	Gm26594
19868	ENSMUSG00000097186	Gm26595
19869	ENSMUSG00000097185	Gm26596
19870	ENSMUSG00000097228	Gm26597
19871	ENSMUSG00000097220	Gm26599
19872	ENSMUSG00000010529	Gm266
19873	ENSMUSG00000097226	Gm26600
19874	ENSMUSG00000097859	Gm26601
19875	ENSMUSG00000097854	Gm26602
19876	ENSMUSG00000097857	Gm26603
19877	ENSMUSG00000097079	Gm26604
19878	ENSMUSG00000097337	Gm26606
19879	ENSMUSG00000097670	Gm26607
19880	ENSMUSG00000097673	Gm26608
19881	ENSMUSG00000097672	Gm26609
19882	ENSMUSG00000097674	Gm26610
19883	ENSMUSG00000097677	Gm26611
19884	ENSMUSG00000097676	Gm26612
19885	ENSMUSG00000097020	Gm26613
19886	ENSMUSG00000097240	Gm26614
19887	ENSMUSG00000097088	Gm26615
19888	ENSMUSG00000102425	Gm26616
19889	ENSMUSG00000097340	Gm26617
19890	ENSMUSG00000097342	Gm26618
19891	ENSMUSG00000097346	Gm26619
19892	ENSMUSG00000096968	Gm26620
19893	ENSMUSG00000096967	Gm26621
19894	ENSMUSG00000096962	Gm26622
19895	ENSMUSG00000097703	Gm26623
19896	ENSMUSG00000097122	Gm26624
19897	ENSMUSG00000097138	Gm26625
19898	ENSMUSG00000097139	Gm26626
19899	ENSMUSG00000097137	Gm26627
19900	ENSMUSG00000097133	Gm26628
19901	ENSMUSG00000097446	Gm26629
19902	ENSMUSG00000096525	Gm2663
19903	ENSMUSG00000097447	Gm26630
19904	ENSMUSG00000097445	Gm26631
19905	ENSMUSG00000097442	Gm26632
19906	ENSMUSG00000097441	Gm26633
19907	ENSMUSG00000097085	Gm26634
19908	ENSMUSG00000097764	Gm26635
19909	ENSMUSG00000097763	Gm26636
19910	ENSMUSG00000097567	Gm26637
19911	ENSMUSG00000097563	Gm26638
19912	ENSMUSG00000097562	Gm26639
19913	ENSMUSG00000097569	Gm26640
19914	ENSMUSG00000097045	Gm26641
19915	ENSMUSG00000097680	Gm26642
19916	ENSMUSG00000097681	Gm26643
19917	ENSMUSG00000097683	Gm26644
19918	ENSMUSG00000097684	Gm26645
19919	ENSMUSG00000097685	Gm26646
19920	ENSMUSG00000097686	Gm26647
19921	ENSMUSG00000097275	Gm26648
19922	ENSMUSG00000097272	Gm26649
19923	ENSMUSG00000097278	Gm26650
19924	ENSMUSG00000097495	Gm26651
19925	ENSMUSG00000097497	Gm26652
19926	ENSMUSG00000097496	Gm26653
19927	ENSMUSG00000097299	Gm26654
19928	ENSMUSG00000097822	Gm26655
19929	ENSMUSG00000096931	Gm26656
19930	ENSMUSG00000096930	Gm26657
19931	ENSMUSG00000096934	Gm26658
19932	ENSMUSG00000097609	Gm26659
19933	ENSMUSG00000096292	Gm2666
19934	ENSMUSG00000097601	Gm26660
19935	ENSMUSG00000097169	Gm26661
19936	ENSMUSG00000097355	Gm26662
19937	ENSMUSG00000097019	Gm26663
19938	ENSMUSG00000097193	Gm26664
19939	ENSMUSG00000097196	Gm26665
19940	ENSMUSG00000097419	Gm26666
19941	ENSMUSG00000097410	Gm26668
19942	ENSMUSG00000097417	Gm26669
19943	ENSMUSG00000097416	Gm26670
19944	ENSMUSG00000097339	Gm26671
19945	ENSMUSG00000097330	Gm26672
19946	ENSMUSG00000097596	Gm26673
19947	ENSMUSG00000097597	Gm26674
19948	ENSMUSG00000097590	Gm26675
19949	ENSMUSG00000097593	Gm26676
19950	ENSMUSG00000097598	Gm26677
19951	ENSMUSG00000097599	Gm26678
19952	ENSMUSG00000097903	Gm26679
19953	ENSMUSG00000097901	Gm26680
19954	ENSMUSG00000097818	Gm26681
19955	ENSMUSG00000097888	Gm26682
19956	ENSMUSG00000097285	Gm26683
19957	ENSMUSG00000097286	Gm26684
19958	ENSMUSG00000097281	Gm26685
19959	ENSMUSG00000097283	Gm26686
19960	ENSMUSG00000097752	Gm26688
19961	ENSMUSG00000097753	Gm26689
19962	ENSMUSG00000097751	Gm26690
19963	ENSMUSG00000097911	Gm26691
19964	ENSMUSG00000097035	Gm26692
19965	ENSMUSG00000097030	Gm26693
19966	ENSMUSG00000097518	Gm26694
19967	ENSMUSG00000097517	Gm26695
19968	ENSMUSG00000097513	Gm26696
19969	ENSMUSG00000097458	Gm26697
19970	ENSMUSG00000097208	Gm26698
19971	ENSMUSG00000097206	Gm26699
19972	ENSMUSG00000097002	Gm2670
19973	ENSMUSG00000097201	Gm26700
19974	ENSMUSG00000097202	Gm26701
19975	ENSMUSG00000097872	Gm26702
19976	ENSMUSG00000097877	Gm26703
19977	ENSMUSG00000097875	Gm26704
19978	ENSMUSG00000097015	Gm26705
19979	ENSMUSG00000097014	Gm26706
19980	ENSMUSG00000097017	Gm26707
19981	ENSMUSG00000097016	Gm26708
19982	ENSMUSG00000097010	Gm26709
19983	ENSMUSG00000097013	Gm26710
19984	ENSMUSG00000097904	Gm26711
19985	ENSMUSG00000097656	Gm26712
19986	ENSMUSG00000097655	Gm26713
19987	ENSMUSG00000097654	Gm26714
19988	ENSMUSG00000097659	Gm26715
19989	ENSMUSG00000097224	Gm26716
19990	ENSMUSG00000097363	Gm26717
19991	ENSMUSG00000097367	Gm26718
19992	ENSMUSG00000097364	Gm26719
19993	ENSMUSG00000096941	Gm26720
19994	ENSMUSG00000096943	Gm26721
19995	ENSMUSG00000096944	Gm26722
19996	ENSMUSG00000096947	Gm26723
19997	ENSMUSG00000097090	Gm26724
19998	ENSMUSG00000097092	Gm26725
19999	ENSMUSG00000097110	Gm26726
20000	ENSMUSG00000097112	Gm26727
20001	ENSMUSG00000101162	Gm26728
20002	ENSMUSG00000097116	Gm26729
20003	ENSMUSG00000082068	Gm2673
20004	ENSMUSG00000097117	Gm26730
20005	ENSMUSG00000097349	Gm26731
20006	ENSMUSG00000097344	Gm26732
20007	ENSMUSG00000097469	Gm26733
20008	ENSMUSG00000097460	Gm26734
20009	ENSMUSG00000097461	Gm26735
20010	ENSMUSG00000097464	Gm26736
20011	ENSMUSG00000097467	Gm26737
20012	ENSMUSG00000097700	Gm26738
20013	ENSMUSG00000097702	Gm26739
20014	ENSMUSG00000097705	Gm26740
20015	ENSMUSG00000097704	Gm26741
20016	ENSMUSG00000097707	Gm26742
20017	ENSMUSG00000097067	Gm26743
20018	ENSMUSG00000097401	Gm26744
20019	ENSMUSG00000097213	Gm26745
20020	ENSMUSG00000097780	Gm26746
20021	ENSMUSG00000097783	Gm26747
20022	ENSMUSG00000097548	Gm26748
20023	ENSMUSG00000097546	Gm26749
20024	ENSMUSG00000097544	Gm26750
20025	ENSMUSG00000097542	Gm26751
20026	ENSMUSG00000097541	Gm26752
20027	ENSMUSG00000097759	Gm26753
20028	ENSMUSG00000097843	Gm26755
20029	ENSMUSG00000097840	Gm26756
20030	ENSMUSG00000097060	Gm26759
20031	ENSMUSG00000097068	Gm26760
20032	ENSMUSG00000097668	Gm26761
20033	ENSMUSG00000097660	Gm26762
20034	ENSMUSG00000097661	Gm26763
20035	ENSMUSG00000097667	Gm26764
20036	ENSMUSG00000097664	Gm26765
20037	ENSMUSG00000097259	Gm26766
20038	ENSMUSG00000097258	Gm26767
20039	ENSMUSG00000097257	Gm26768
20040	ENSMUSG00000097256	Gm26769
20041	ENSMUSG00000097253	Gm26770
20042	ENSMUSG00000097250	Gm26771
20043	ENSMUSG00000097136	Gm26772
20044	ENSMUSG00000097358	Gm26773
20045	ENSMUSG00000097356	Gm26774
20046	ENSMUSG00000096919	Gm26775
20047	ENSMUSG00000097770	Gm26776
20048	ENSMUSG00000097801	Gm26777
20049	ENSMUSG00000097142	Gm26778
20050	ENSMUSG00000097140	Gm26779
20051	ENSMUSG00000097147	Gm26780
20052	ENSMUSG00000097433	Gm26781
20053	ENSMUSG00000097431	Gm26782
20054	ENSMUSG00000097435	Gm26783
20055	ENSMUSG00000097438	Gm26784
20056	ENSMUSG00000097390	Gm26785
20057	ENSMUSG00000097026	Gm26786
20058	ENSMUSG00000096993	Gm26787
20059	ENSMUSG00000096992	Gm26788
20060	ENSMUSG00000096991	Gm26789
20061	ENSMUSG00000096990	Gm26790
20062	ENSMUSG00000096997	Gm26791
20063	ENSMUSG00000096996	Gm26792
20064	ENSMUSG00000096999	Gm26793
20065	ENSMUSG00000097837	Gm26794
20066	ENSMUSG00000097776	Gm26795
20067	ENSMUSG00000097575	Gm26796
20068	ENSMUSG00000097572	Gm26797
20069	ENSMUSG00000097578	Gm26798
20070	ENSMUSG00000097579	Gm26799
20071	ENSMUSG00000097896	Gm26800
20072	ENSMUSG00000097892	Gm26801
20073	ENSMUSG00000097266	Gm26802
20074	ENSMUSG00000097265	Gm26803
20075	ENSMUSG00000097263	Gm26804
20076	ENSMUSG00000097268	Gm26805
20077	ENSMUSG00000097483	Gm26806
20078	ENSMUSG00000097484	Gm26807
20079	ENSMUSG00000097489	Gm26808
20080	ENSMUSG00000097815	Gm26809
20081	ENSMUSG00000097817	Gm26810
20082	ENSMUSG00000097816	Gm26811
20083	ENSMUSG00000097812	Gm26812
20084	ENSMUSG00000097819	Gm26813
20085	ENSMUSG00000097385	Gm26814
20086	ENSMUSG00000097384	Gm26815
20087	ENSMUSG00000097380	Gm26816
20088	ENSMUSG00000097382	Gm26817
20089	ENSMUSG00000097037	Gm26818
20090	ENSMUSG00000106977	Gm26818
20091	ENSMUSG00000097033	Gm26819
20092	ENSMUSG00000097031	Gm26820
20093	ENSMUSG00000097038	Gm26821
20094	ENSMUSG00000096921	Gm26822
20095	ENSMUSG00000096926	Gm26823
20096	ENSMUSG00000096924	Gm26824
20097	ENSMUSG00000097554	Gm26825
20098	ENSMUSG00000097635	Gm26826
20099	ENSMUSG00000097634	Gm26827
20100	ENSMUSG00000097630	Gm26828
20101	ENSMUSG00000097173	Gm26829
20102	ENSMUSG00000097176	Gm26830
20103	ENSMUSG00000097408	Gm26831
20104	ENSMUSG00000097409	Gm26832
20105	ENSMUSG00000097406	Gm26833
20106	ENSMUSG00000097307	Gm26834
20107	ENSMUSG00000097300	Gm26835
20108	ENSMUSG00000097051	Gm26836
20109	ENSMUSG00000097913	Gm26837
20110	ENSMUSG00000097914	Gm26838
20111	ENSMUSG00000097917	Gm26839
20112	ENSMUSG00000097728	Gm26840
20113	ENSMUSG00000097722	Gm26841
20114	ENSMUSG00000097522	Gm26844
20115	ENSMUSG00000097524	Gm26846
20116	ENSMUSG00000097526	Gm26847
20117	ENSMUSG00000097723	Gm26848
20118	ENSMUSG00000097720	Gm26849
20119	ENSMUSG00000097724	Gm26850
20120	ENSMUSG00000096978	Gm26851
20121	ENSMUSG00000097231	Gm26852
20122	ENSMUSG00000097230	Gm26853
20123	ENSMUSG00000097232	Gm26854
20124	ENSMUSG00000097864	Gm26856
20125	ENSMUSG00000097860	Gm26857
20126	ENSMUSG00000097861	Gm26858
20127	ENSMUSG00000097862	Gm26859
20128	ENSMUSG00000097008	Gm26860
20129	ENSMUSG00000097009	Gm26861
20130	ENSMUSG00000097644	Gm26862
20131	ENSMUSG00000097645	Gm26863
20132	ENSMUSG00000097646	Gm26864
20133	ENSMUSG00000097641	Gm26865
20134	ENSMUSG00000097642	Gm26866
20135	ENSMUSG00000097873	Gm26867
20136	ENSMUSG00000097870	Gm26868
20137	ENSMUSG00000097879	Gm26869
20138	ENSMUSG00000097312	Gm26870
20139	ENSMUSG00000097311	Gm26871
20140	ENSMUSG00000097018	Gm26872
20141	ENSMUSG00000097379	Gm26873
20142	ENSMUSG00000097374	Gm26874
20143	ENSMUSG00000097371	Gm26875
20144	ENSMUSG00000097372	Gm26876
20145	ENSMUSG00000097373	Gm26877
20146	ENSMUSG00000097087	Gm26878
20147	ENSMUSG00000097089	Gm26879
20148	ENSMUSG00000096979	Gm26880
20149	ENSMUSG00000096974	Gm26881
20150	ENSMUSG00000096976	Gm26882
20151	ENSMUSG00000096972	Gm26883
20152	ENSMUSG00000097128	Gm26884
20153	ENSMUSG00000097125	Gm26885
20154	ENSMUSG00000097127	Gm26886
20155	ENSMUSG00000097120	Gm26887
20156	ENSMUSG00000097294	Gm26888
20157	ENSMUSG00000097249	Gm26889
20158	ENSMUSG00000097246	Gm26890
20159	ENSMUSG00000097455	Gm26891
20160	ENSMUSG00000097454	Gm26892
20161	ENSMUSG00000097450	Gm26893
20162	ENSMUSG00000097453	Gm26894
20163	ENSMUSG00000097459	Gm26895
20164	ENSMUSG00000097718	Gm26896
20165	ENSMUSG00000096949	Gm26897
20166	ENSMUSG00000097798	Gm26898
20167	ENSMUSG00000097799	Gm26899
20168	ENSMUSG00000097797	Gm26901
20169	ENSMUSG00000097558	Gm26902
20170	ENSMUSG00000097836	Gm26903
20171	ENSMUSG00000097560	Gm26904
20172	ENSMUSG00000097695	Gm26905
20173	ENSMUSG00000097698	Gm26906
20174	ENSMUSG00000098440	Gm26906
20175	ENSMUSG00000097241	Gm26907
20176	ENSMUSG00000097839	Gm26909
20177	ENSMUSG00000097835	Gm26910
20178	ENSMUSG00000097834	Gm26911
20179	ENSMUSG00000097832	Gm26912
20180	ENSMUSG00000098081	Gm26913
20181	ENSMUSG00000098084	Gm26914
20182	ENSMUSG00000098089	Gm26915
20183	ENSMUSG00000098088	Gm26916
20184	ENSMUSG00000097971	Gm26917
20185	ENSMUSG00000097976	Gm26918
20186	ENSMUSG00000058447	Gm26920
20187	ENSMUSG00000064621	Gm26922
20188	ENSMUSG00000098971	Gm26922
20189	ENSMUSG00000098173	Gm26923
20190	ENSMUSG00000098039	Gm26925
20191	ENSMUSG00000098245	Gm26927
20192	ENSMUSG00000098244	Gm26928
20193	ENSMUSG00000098242	Gm26929
20194	ENSMUSG00000100819	Gm2693
20195	ENSMUSG00000102142	Gm26930
20196	ENSMUSG00000098062	Gm26931
20197	ENSMUSG00000097938	Gm26933
20198	ENSMUSG00000098146	Gm26935
20199	ENSMUSG00000098145	Gm26936
20200	ENSMUSG00000098143	Gm26937
20201	ENSMUSG00000098140	Gm26938
20202	ENSMUSG00000097538	Gm26939
20203	ENSMUSG00000097248	Gm2694
20204	ENSMUSG00000092338	Gm26940
20205	ENSMUSG00000098069	Gm26942
20206	ENSMUSG00000098067	Gm26943
20207	ENSMUSG00000098066	Gm26944
20208	ENSMUSG00000098061	Gm26945
20209	ENSMUSG00000106716	Gm26945
20210	ENSMUSG00000098055	Gm26947
20211	ENSMUSG00000097955	Gm26950
20212	ENSMUSG00000097953	Gm26952
20213	ENSMUSG00000097986	Gm26953
20214	ENSMUSG00000098233	Gm26954
20215	ENSMUSG00000098110	Gm26956
20216	ENSMUSG00000098114	Gm26957
20217	ENSMUSG00000098119	Gm26959
20218	ENSMUSG00000098118	Gm26960
20219	ENSMUSG00000098191	Gm26962
20220	ENSMUSG00000098193	Gm26963
20221	ENSMUSG00000098196	Gm26964
20222	ENSMUSG00000097565	Gm26965
20223	ENSMUSG00000098014	Gm26967
20224	ENSMUSG00000097942	Gm26968
20225	ENSMUSG00000098096	Gm26969
20226	ENSMUSG00000097947	Gm26970
20227	ENSMUSG00000097983	Gm26971
20228	ENSMUSG00000097980	Gm26972
20229	ENSMUSG00000098172	Gm26973
20230	ENSMUSG00000098160	Gm26974
20231	ENSMUSG00000098162	Gm26976
20232	ENSMUSG00000098165	Gm26977
20233	ENSMUSG00000098166	Gm26978
20234	ENSMUSG00000098045	Gm26979
20235	ENSMUSG00000098043	Gm26980
20236	ENSMUSG00000098041	Gm26981
20237	ENSMUSG00000097994	Gm26982
20238	ENSMUSG00000098201	Gm26983
20239	ENSMUSG00000098204	Gm26984
20240	ENSMUSG00000098139	Gm26988
20241	ENSMUSG00000098131	Gm26989
20242	ENSMUSG00000097199	Gm26991
20243	ENSMUSG00000098078	Gm26992
20244	ENSMUSG00000098074	Gm26993
20245	ENSMUSG00000098075	Gm26994
20246	ENSMUSG00000098072	Gm26995
20247	ENSMUSG00000097961	Gm27000
20248	ENSMUSG00000097963	Gm27001
20249	ENSMUSG00000097967	Gm27002
20250	ENSMUSG00000098024	Gm27003
20251	ENSMUSG00000098027	Gm27004
20252	ENSMUSG00000098103	Gm27005
20253	ENSMUSG00000098101	Gm27006
20254	ENSMUSG00000098107	Gm27007
20255	ENSMUSG00000098108	Gm27008
20256	ENSMUSG00000098183	Gm27010
20257	ENSMUSG00000098184	Gm27011
20258	ENSMUSG00000098025	Gm27013
20259	ENSMUSG00000098026	Gm27014
20260	ENSMUSG00000097992	Gm27016
20261	ENSMUSG00000097997	Gm27017
20262	ENSMUSG00000097175	Gm27018
20263	ENSMUSG00000097998	Gm27019
20264	ENSMUSG00000097919	Gm27021
20265	ENSMUSG00000098155	Gm27022
20266	ENSMUSG00000098156	Gm27023
20267	ENSMUSG00000098153	Gm27024
20268	ENSMUSG00000098152	Gm27025
20269	ENSMUSG00000098000	Gm27026
20270	ENSMUSG00000098004	Gm27027
20271	ENSMUSG00000097970	Gm27028
20272	ENSMUSG00000097239	Gm27029
20273	ENSMUSG00000098221	Gm27030
20274	ENSMUSG00000098051	Gm27032
20275	ENSMUSG00000098053	Gm27033
20276	ENSMUSG00000098059	Gm27034
20277	ENSMUSG00000098124	Gm27036
20278	ENSMUSG00000098126	Gm27037
20279	ENSMUSG00000098121	Gm27038
20280	ENSMUSG00000098122	Gm27039
20281	ENSMUSG00000098129	Gm27040
20282	ENSMUSG00000097792	Gm27042
20283	ENSMUSG00000098218	Gm27043
20284	ENSMUSG00000098213	Gm27044
20285	ENSMUSG00000098211	Gm27045
20286	ENSMUSG00000098217	Gm27046
20287	ENSMUSG00000098214	Gm27047
20288	ENSMUSG00000098001	Gm27048
20289	ENSMUSG00000101087	Gm2707
20290	ENSMUSG00000085507	Gm2709
20291	ENSMUSG00000060128	Gm2710
20292	ENSMUSG00000099064	Gm27148
20293	ENSMUSG00000098426	Gm27149
20294	ENSMUSG00000098945	Gm27150
20295	ENSMUSG00000098739	Gm27151
20296	ENSMUSG00000099313	Gm27152
20297	ENSMUSG00000099013	Gm27153
20298	ENSMUSG00000099239	Gm27155
20299	ENSMUSG00000098335	Gm27156
20300	ENSMUSG00000098333	Gm27158
20301	ENSMUSG00000099020	Gm27159
20302	ENSMUSG00000098949	Gm27160
20303	ENSMUSG00000098909	Gm27161
20304	ENSMUSG00000099025	Gm27162
20305	ENSMUSG00000098796	Gm27163
20306	ENSMUSG00000098358	Gm27164
20307	ENSMUSG00000099256	Gm27165
20308	ENSMUSG00000098519	Gm27166
20309	ENSMUSG00000098534	Gm27167
20310	ENSMUSG00000099162	Gm27168
20311	ENSMUSG00000098257	Gm27169
20312	ENSMUSG00000098784	Gm27174
20313	ENSMUSG00000099315	Gm27175
20314	ENSMUSG00000099027	Gm27176
20315	ENSMUSG00000098975	Gm27177
20316	ENSMUSG00000098438	Gm27178
20317	ENSMUSG00000098773	Gm27179
